Timestamp,Thread,LockType,Method,Action,Value
2025-05-06T16:44:30.238706300Z,Writer-1,WRITE,remove,trying,50
2025-05-06T16:44:30.238706300Z,Reader-0,READ,contains,acquired,60
2025-05-06T16:44:30.239704300Z,Reader-0,READ,contains,released,60
2025-05-06T16:44:30.239704300Z,Writer-3,WRITE,add,acquired,42
2025-05-06T16:44:30.240705900Z,Writer-3,WRITE,add,released,42
2025-05-06T16:44:30.240705900Z,Reader-1,READ,contains,trying,60
2025-05-06T16:44:30.241705600Z,Writer-2,WRITE,add,trying,60
2025-05-06T16:44:30.241705600Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.242707Z,Writer-4,WRITE,remove,acquired,50
2025-05-06T16:44:30.242707Z,Writer-0,WRITE,remove,trying,42
2025-05-06T16:44:30.242707Z,Writer-1,WRITE,remove,acquired,50
2025-05-06T16:44:30.243706400Z,Writer-4,WRITE,remove,released,50
2025-05-06T16:44:30.243706400Z,Reader-1,READ,contains,acquired,60
2025-05-06T16:44:30.244709200Z,Writer-1,WRITE,remove,released,50
2025-05-06T16:44:30.244709200Z,Writer-2,WRITE,add,acquired,60
2025-05-06T16:44:30.245705400Z,Reader-1,READ,contains,released,60
2025-05-06T16:44:30.245705400Z,Writer-3,WRITE,add,trying,60
2025-05-06T16:44:30.245705400Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.246712200Z,Writer-4,WRITE,remove,trying,50
2025-05-06T16:44:30.246712200Z,Reader-1,READ,checkRep,trying,-
2025-05-06T16:44:30.246712200Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.247711700Z,Writer-2,WRITE,add,released,60
2025-05-06T16:44:30.247711700Z,Writer-0,WRITE,remove,acquired,42
2025-05-06T16:44:30.247711700Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.248710400Z,Writer-3,WRITE,add,acquired,60
2025-05-06T16:44:30.248710400Z,Writer-3,WRITE,add,released,60
2025-05-06T16:44:30.248710400Z,Writer-0,WRITE,remove,released,42
2025-05-06T16:44:30.248710400Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.249711500Z,Writer-1,WRITE,remove,trying,35
2025-05-06T16:44:30.249711500Z,Writer-2,WRITE,add,trying,42
2025-05-06T16:44:30.249711500Z,Writer-4,WRITE,remove,acquired,50
2025-05-06T16:44:30.249711500Z,Writer-4,WRITE,remove,released,50
2025-05-06T16:44:30.250710900Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.250710900Z,Reader-1,READ,checkRep,acquired,-
2025-05-06T16:44:30.251711200Z,Reader-0,READ,checkRep,trying,-
2025-05-06T16:44:30.251711200Z,Writer-1,WRITE,remove,acquired,35
2025-05-06T16:44:30.252711Z,Reader-1,READ,checkRep,released,-
2025-05-06T16:44:30.252711Z,Writer-2,WRITE,add,acquired,42
2025-05-06T16:44:30.252711Z,Writer-1,WRITE,remove,released,35
2025-05-06T16:44:30.253710800Z,Reader-0,READ,checkRep,acquired,-
2025-05-06T16:44:30.253710800Z,Writer-2,WRITE,add,released,42
2025-05-06T16:44:30.253710800Z,Reader-0,READ,checkRep,released,-
2025-05-06T16:44:30.253710800Z,Writer-0,WRITE,remove,trying,35
2025-05-06T16:44:30.254713400Z,Writer-1,WRITE,remove,trying,35
2025-05-06T16:44:30.254713400Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.254713400Z,Writer-0,WRITE,remove,acquired,35
2025-05-06T16:44:30.255711900Z,Writer-4,WRITE,add,trying,17
2025-05-06T16:44:30.255711900Z,Writer-2,WRITE,add,trying,50
2025-05-06T16:44:30.255711900Z,Writer-1,WRITE,remove,acquired,35
2025-05-06T16:44:30.256711500Z,Writer-0,WRITE,remove,released,35
2025-05-06T16:44:30.257714700Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.257714700Z,Writer-1,WRITE,remove,released,35
2025-05-06T16:44:30.258712400Z,Writer-4,WRITE,add,acquired,17
2025-05-06T16:44:30.259712600Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.259712600Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.260712900Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.260712900Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.261880800Z,Writer-3,WRITE,remove,trying,42
2025-05-06T16:44:30.261880800Z,Writer-2,WRITE,add,acquired,50
2025-05-06T16:44:30.262880Z,Writer-2,WRITE,add,released,50
2025-05-06T16:44:30.262880Z,Writer-4,WRITE,add,released,17
2025-05-06T16:44:30.263880600Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.264882300Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.264882300Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.265881200Z,Writer-0,WRITE,remove,trying,60
2025-05-06T16:44:30.265881200Z,Writer-3,WRITE,remove,acquired,42
2025-05-06T16:44:30.265881200Z,Writer-3,WRITE,remove,released,42
2025-05-06T16:44:30.266879500Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.266879500Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.267879900Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.267879900Z,Writer-1,WRITE,add,trying,42
2025-05-06T16:44:30.267879900Z,Writer-0,WRITE,remove,acquired,60
2025-05-06T16:44:30.268879100Z,Writer-0,WRITE,remove,released,60
2025-05-06T16:44:30.268879100Z,Writer-4,WRITE,remove,trying,60
2025-05-06T16:44:30.268879100Z,Writer-1,WRITE,add,acquired,42
2025-05-06T16:44:30.269878600Z,Writer-1,WRITE,add,released,42
2025-05-06T16:44:30.269878600Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.269878600Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.269878600Z,Writer-4,WRITE,remove,acquired,60
2025-05-06T16:44:30.270878500Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.270878500Z,Writer-2,WRITE,add,trying,17
2025-05-06T16:44:30.270878500Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.271879Z,Reader-0,READ,contains,acquired,42
2025-05-06T16:44:30.271879Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.272878400Z,Writer-4,WRITE,remove,released,60
2025-05-06T16:44:30.272878400Z,Writer-3,WRITE,add,trying,35
2025-05-06T16:44:30.272878400Z,Writer-2,WRITE,add,acquired,17
2025-05-06T16:44:30.273881200Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.273881200Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.274879100Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.275880300Z,Writer-3,WRITE,add,acquired,35
2025-05-06T16:44:30.275880300Z,Writer-2,WRITE,add,released,17
2025-05-06T16:44:30.276880500Z,Writer-3,WRITE,add,released,35
2025-05-06T16:44:30.277880900Z,Writer-0,WRITE,add,trying,42
2025-05-06T16:44:30.277880900Z,Writer-0,WRITE,add,acquired,42
2025-05-06T16:44:30.278880600Z,Writer-0,WRITE,add,released,42
2025-05-06T16:44:30.278880600Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.278880600Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.279880100Z,Writer-1,WRITE,remove,trying,50
2025-05-06T16:44:30.279880100Z,Writer-4,WRITE,remove,trying,50
2025-05-06T16:44:30.280882100Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.280882100Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.281881300Z,Reader-0,READ,contains,trying,60
2025-05-06T16:44:30.281881300Z,Writer-1,WRITE,remove,acquired,50
2025-05-06T16:44:30.282881300Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.282881300Z,Writer-4,WRITE,remove,acquired,50
2025-05-06T16:44:30.283882400Z,Writer-1,WRITE,remove,released,50
2025-05-06T16:44:30.283882400Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.284878500Z,Reader-0,READ,contains,acquired,60
2025-05-06T16:44:30.284878500Z,Reader-0,READ,contains,released,60
2025-05-06T16:44:30.284878500Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.285877400Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.285877400Z,Writer-4,WRITE,remove,released,50
2025-05-06T16:44:30.285877400Z,Writer-1,WRITE,add,trying,60
2025-05-06T16:44:30.286877300Z,Writer-1,WRITE,add,acquired,60
2025-05-06T16:44:30.286877300Z,Writer-0,WRITE,add,trying,42
2025-05-06T16:44:30.287878300Z,Writer-0,WRITE,add,acquired,42
2025-05-06T16:44:30.287878300Z,Writer-0,WRITE,add,released,42
2025-05-06T16:44:30.288877400Z,Writer-2,WRITE,remove,trying,35
2025-05-06T16:44:30.288877400Z,Reader-0,READ,contains,trying,17
2025-05-06T16:44:30.288877400Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.289878200Z,Reader-1,READ,contains,trying,17
2025-05-06T16:44:30.290882300Z,Writer-2,WRITE,remove,acquired,35
2025-05-06T16:44:30.291877900Z,Writer-0,WRITE,add,trying,35
2025-05-06T16:44:30.291877900Z,Writer-1,WRITE,add,released,60
2025-05-06T16:44:30.292877500Z,Writer-3,WRITE,remove,trying,42
2025-05-06T16:44:30.292877500Z,Reader-1,READ,contains,acquired,17
2025-05-06T16:44:30.293877400Z,Reader-0,READ,contains,acquired,17
2025-05-06T16:44:30.293877400Z,Writer-2,WRITE,remove,released,35
2025-05-06T16:44:30.294876800Z,Writer-4,WRITE,remove,trying,35
2025-05-06T16:44:30.294876800Z,Reader-2,READ,contains,trying,42
2025-05-06T16:44:30.295877100Z,Writer-0,WRITE,add,acquired,35
2025-05-06T16:44:30.295877100Z,Reader-0,READ,contains,released,17
2025-05-06T16:44:30.296876800Z,Reader-1,READ,contains,released,17
2025-05-06T16:44:30.296876800Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.297877600Z,Writer-3,WRITE,remove,acquired,42
2025-05-06T16:44:30.298879700Z,Writer-0,WRITE,add,released,35
2025-05-06T16:44:30.298879700Z,Writer-4,WRITE,remove,acquired,35
2025-05-06T16:44:30.299876800Z,Writer-3,WRITE,remove,released,42
2025-05-06T16:44:30.299876800Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.300876500Z,Reader-2,READ,contains,acquired,42
2025-05-06T16:44:30.300876500Z,Writer-4,WRITE,remove,released,35
2025-05-06T16:44:30.301876600Z,Reader-2,READ,contains,released,42
2025-05-06T16:44:30.301876600Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.302877500Z,Reader-1,READ,contains,trying,17
2025-05-06T16:44:30.302877500Z,Reader-1,READ,contains,acquired,17
2025-05-06T16:44:30.302877500Z,Reader-1,READ,contains,released,17
2025-05-06T16:44:30.303876700Z,Writer-0,WRITE,add,trying,17
2025-05-06T16:44:30.303876700Z,Reader-1,READ,checkRep,trying,-
2025-05-06T16:44:30.304877100Z,Reader-0,READ,checkRep,trying,-
2025-05-06T16:44:30.304877100Z,Writer-2,WRITE,add,trying,17
2025-05-06T16:44:30.304877100Z,Writer-1,WRITE,add,trying,35
2025-05-06T16:44:30.304877100Z,Reader-2,READ,contains,trying,35
2025-05-06T16:44:30.305876500Z,Writer-3,WRITE,add,trying,50
2025-05-06T16:44:30.305876500Z,Writer-0,WRITE,add,acquired,17
2025-05-06T16:44:30.306877100Z,Writer-0,WRITE,add,released,17
2025-05-06T16:44:30.306877100Z,Reader-0,READ,checkRep,acquired,-
2025-05-06T16:44:30.307877800Z,Reader-1,READ,checkRep,acquired,-
2025-05-06T16:44:30.308877Z,Reader-0,READ,checkRep,released,-
2025-05-06T16:44:30.308877Z,Writer-2,WRITE,add,acquired,17
2025-05-06T16:44:30.309878Z,Reader-1,READ,checkRep,released,-
2025-05-06T16:44:30.309878Z,Writer-4,WRITE,remove,trying,50
2025-05-06T16:44:30.310877100Z,Writer-1,WRITE,add,acquired,35
2025-05-06T16:44:30.310877100Z,Writer-2,WRITE,add,released,17
2025-05-06T16:44:30.310877100Z,Reader-2,READ,contains,acquired,35
2025-05-06T16:44:30.311877500Z,Writer-1,WRITE,add,released,35
2025-05-06T16:44:30.311877500Z,Writer-3,WRITE,add,acquired,50
2025-05-06T16:44:30.312877300Z,Reader-2,READ,contains,released,35
2025-05-06T16:44:30.312877300Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.312877300Z,Writer-4,WRITE,remove,acquired,50
2025-05-06T16:44:30.312877300Z,Writer-3,WRITE,add,released,50
2025-05-06T16:44:30.313877400Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.313877400Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.313877400Z,Writer-4,WRITE,remove,released,50
2025-05-06T16:44:30.314876400Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.314876400Z,Writer-0,WRITE,add,trying,42
2025-05-06T16:44:30.315876600Z,Reader-0,READ,contains,trying,60
2025-05-06T16:44:30.315876600Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.316876900Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.316876900Z,Writer-0,WRITE,add,acquired,42
2025-05-06T16:44:30.317877800Z,Writer-0,WRITE,add,released,42
2025-05-06T16:44:30.317877800Z,Reader-0,READ,contains,acquired,60
2025-05-06T16:44:30.318877Z,Reader-0,READ,contains,released,60
2025-05-06T16:44:30.319876800Z,Writer-1,WRITE,remove,trying,42
2025-05-06T16:44:30.319876800Z,Writer-1,WRITE,remove,acquired,42
2025-05-06T16:44:30.320877200Z,Reader-1,READ,contains,trying,60
2025-05-06T16:44:30.320877200Z,Writer-3,WRITE,add,trying,17
2025-05-06T16:44:30.320877200Z,Writer-2,WRITE,remove,trying,17
2025-05-06T16:44:30.321876800Z,Reader-1,READ,contains,acquired,60
2025-05-06T16:44:30.321876800Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.322877400Z,Writer-1,WRITE,remove,released,42
2025-05-06T16:44:30.323880700Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.323880700Z,Writer-3,WRITE,add,acquired,17
2025-05-06T16:44:30.323880700Z,Reader-1,READ,contains,released,60
2025-05-06T16:44:30.324878500Z,Writer-2,WRITE,remove,acquired,17
2025-05-06T16:44:30.324878500Z,Writer-2,WRITE,remove,released,17
2025-05-06T16:44:30.325879600Z,Writer-3,WRITE,add,released,17
2025-05-06T16:44:30.326880Z,Writer-0,WRITE,remove,trying,35
2025-05-06T16:44:30.326880Z,Writer-4,WRITE,add,trying,42
2025-05-06T16:44:30.327879500Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.327879500Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.327879500Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.327879500Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.328879500Z,Writer-0,WRITE,remove,acquired,35
2025-05-06T16:44:30.328879500Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.329880800Z,Writer-4,WRITE,add,acquired,42
2025-05-06T16:44:30.329880800Z,Writer-0,WRITE,remove,released,35
2025-05-06T16:44:30.330878800Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.330878800Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.330878800Z,Writer-4,WRITE,add,released,42
2025-05-06T16:44:30.331878900Z,Reader-1,READ,contains,trying,35
2025-05-06T16:44:30.331878900Z,Reader-1,READ,contains,acquired,35
2025-05-06T16:44:30.331878900Z,Reader-1,READ,contains,released,35
2025-05-06T16:44:30.332878600Z,Writer-3,WRITE,add,trying,42
2025-05-06T16:44:30.332878600Z,Writer-3,WRITE,add,acquired,42
2025-05-06T16:44:30.333880100Z,Writer-2,WRITE,remove,trying,42
2025-05-06T16:44:30.333880100Z,Reader-2,READ,contains,trying,17
2025-05-06T16:44:30.333880100Z,Writer-2,WRITE,remove,acquired,42
2025-05-06T16:44:30.334879Z,Writer-1,WRITE,remove,trying,60
2025-05-06T16:44:30.334879Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.334879Z,Writer-3,WRITE,add,released,42
2025-05-06T16:44:30.335878100Z,Reader-2,READ,contains,acquired,17
2025-05-06T16:44:30.335878100Z,Reader-2,READ,contains,released,17
2025-05-06T16:44:30.336878600Z,Writer-2,WRITE,remove,released,42
2025-05-06T16:44:30.336878600Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.337878800Z,Writer-1,WRITE,remove,acquired,60
2025-05-06T16:44:30.337878800Z,Writer-1,WRITE,remove,released,60
2025-05-06T16:44:30.337878800Z,Writer-0,WRITE,add,trying,50
2025-05-06T16:44:30.338878800Z,Writer-3,WRITE,add,trying,35
2025-05-06T16:44:30.338878800Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.339879800Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.339879800Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.340879900Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.340879900Z,Writer-4,WRITE,add,trying,17
2025-05-06T16:44:30.341880400Z,Writer-0,WRITE,add,acquired,50
2025-05-06T16:44:30.341880400Z,Writer-2,WRITE,remove,trying,35
2025-05-06T16:44:30.342879900Z,Writer-1,WRITE,add,trying,50
2025-05-06T16:44:30.342879900Z,Writer-3,WRITE,add,acquired,35
2025-05-06T16:44:30.343881100Z,Writer-0,WRITE,add,released,50
2025-05-06T16:44:30.344879100Z,Writer-4,WRITE,add,acquired,17
2025-05-06T16:44:30.344879100Z,Writer-3,WRITE,add,released,35
2025-05-06T16:44:30.345879400Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.345879400Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.345879400Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.346885900Z,Writer-2,WRITE,remove,acquired,35
2025-05-06T16:44:30.346885900Z,Writer-4,WRITE,add,released,17
2025-05-06T16:44:30.346885900Z,Writer-1,WRITE,add,acquired,50
2025-05-06T16:44:30.347886Z,Writer-1,WRITE,add,released,50
2025-05-06T16:44:30.347886Z,Reader-0,READ,contains,acquired,42
2025-05-06T16:44:30.347886Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.347886Z,Writer-2,WRITE,remove,released,35
2025-05-06T16:44:30.348887200Z,Writer-4,WRITE,remove,trying,50
2025-05-06T16:44:30.349886400Z,Reader-0,READ,checkRep,trying,-
2025-05-06T16:44:30.349886400Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.350885400Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.350885400Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.350885400Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.351884600Z,Reader-2,READ,contains,trying,35
2025-05-06T16:44:30.351884600Z,Writer-4,WRITE,remove,acquired,50
2025-05-06T16:44:30.351884600Z,Writer-1,WRITE,add,trying,60
2025-05-06T16:44:30.352886500Z,Reader-1,READ,checkRep,trying,-
2025-05-06T16:44:30.352886500Z,Reader-2,READ,contains,acquired,35
2025-05-06T16:44:30.352886500Z,Reader-2,READ,contains,released,35
2025-05-06T16:44:30.353885100Z,Reader-0,READ,checkRep,acquired,-
2025-05-06T16:44:30.353885100Z,Writer-4,WRITE,remove,released,50
2025-05-06T16:44:30.353885100Z,Writer-1,WRITE,add,acquired,60
2025-05-06T16:44:30.354886600Z,Reader-0,READ,checkRep,released,-
2025-05-06T16:44:30.354886600Z,Reader-1,READ,checkRep,acquired,-
2025-05-06T16:44:30.354886600Z,Reader-1,READ,checkRep,released,-
2025-05-06T16:44:30.355886500Z,Writer-1,WRITE,add,released,60
2025-05-06T16:44:30.355886500Z,Writer-0,WRITE,remove,trying,60
2025-05-06T16:44:30.355886500Z,Writer-3,WRITE,remove,trying,35
2025-05-06T16:44:30.356885800Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.356885800Z,Writer-4,WRITE,remove,trying,17
2025-05-06T16:44:30.357885500Z,Writer-2,WRITE,add,trying,60
2025-05-06T16:44:30.358886200Z,Writer-0,WRITE,remove,acquired,60
2025-05-06T16:44:30.358886200Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.358886200Z,Writer-3,WRITE,remove,acquired,35
2025-05-06T16:44:30.358886200Z,Writer-3,WRITE,remove,released,35
2025-05-06T16:44:30.359885700Z,Writer-0,WRITE,remove,released,60
2025-05-06T16:44:30.359885700Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.360887500Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.360887500Z,Writer-4,WRITE,remove,acquired,17
2025-05-06T16:44:30.360887500Z,Writer-4,WRITE,remove,released,17
2025-05-06T16:44:30.360887500Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.362198800Z,Writer-1,WRITE,remove,trying,42
2025-05-06T16:44:30.362198800Z,Writer-2,WRITE,add,acquired,60
2025-05-06T16:44:30.362198800Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.363198600Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.363198600Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.363198600Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.364199Z,Writer-2,WRITE,add,released,60
2025-05-06T16:44:30.364199Z,Writer-1,WRITE,remove,acquired,42
2025-05-06T16:44:30.364199Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.365200300Z,Writer-3,WRITE,add,trying,17
2025-05-06T16:44:30.365200300Z,Writer-0,WRITE,remove,trying,17
2025-05-06T16:44:30.366200800Z,Reader-1,READ,contains,trying,35
2025-05-06T16:44:30.366200800Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.366200800Z,Writer-1,WRITE,remove,released,42
2025-05-06T16:44:30.367199800Z,Writer-3,WRITE,add,acquired,17
2025-05-06T16:44:30.367199800Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.367199800Z,Writer-0,WRITE,remove,acquired,17
2025-05-06T16:44:30.368199500Z,Writer-3,WRITE,add,released,17
2025-05-06T16:44:30.368199500Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.368199500Z,Reader-1,READ,contains,acquired,35
2025-05-06T16:44:30.369200Z,Reader-1,READ,contains,released,35
2025-05-06T16:44:30.369200Z,Writer-0,WRITE,remove,released,17
2025-05-06T16:44:30.369200Z,Reader-1,READ,contains,trying,60
2025-05-06T16:44:30.370199800Z,Reader-1,READ,contains,acquired,60
2025-05-06T16:44:30.370199800Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.370199800Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.371198400Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.371198400Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.371198400Z,Reader-1,READ,contains,released,60
2025-05-06T16:44:30.371198400Z,Reader-2,READ,contains,trying,42
2025-05-06T16:44:30.371198400Z,Reader-2,READ,contains,acquired,42
2025-05-06T16:44:30.372199600Z,Reader-2,READ,contains,released,42
2025-05-06T16:44:30.372199600Z,Writer-4,WRITE,remove,trying,35
2025-05-06T16:44:30.372199600Z,Writer-4,WRITE,remove,acquired,35
2025-05-06T16:44:30.373199200Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.374200700Z,Writer-4,WRITE,remove,released,35
2025-05-06T16:44:30.374200700Z,Writer-2,WRITE,remove,trying,42
2025-05-06T16:44:30.375199200Z,Writer-1,WRITE,add,trying,60
2025-05-06T16:44:30.376199500Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.376199500Z,Writer-3,WRITE,remove,trying,17
2025-05-06T16:44:30.377201Z,Writer-0,WRITE,remove,trying,17
2025-05-06T16:44:30.377201Z,Writer-2,WRITE,remove,acquired,42
2025-05-06T16:44:30.378200100Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.378200100Z,Writer-4,WRITE,add,trying,50
2025-05-06T16:44:30.379199Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.379199Z,Writer-1,WRITE,add,acquired,60
2025-05-06T16:44:30.380200Z,Writer-2,WRITE,remove,released,42
2025-05-06T16:44:30.380200Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.381199900Z,Writer-1,WRITE,add,released,60
2025-05-06T16:44:30.381199900Z,Writer-3,WRITE,remove,acquired,17
2025-05-06T16:44:30.382204500Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.382204500Z,Writer-0,WRITE,remove,acquired,17
2025-05-06T16:44:30.382204500Z,Writer-3,WRITE,remove,released,17
2025-05-06T16:44:30.383199800Z,Reader-0,READ,contains,acquired,42
2025-05-06T16:44:30.383199800Z,Writer-0,WRITE,remove,released,17
2025-05-06T16:44:30.383199800Z,Writer-4,WRITE,add,acquired,50
2025-05-06T16:44:30.383199800Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.384199300Z,Writer-2,WRITE,remove,trying,35
2025-05-06T16:44:30.384199300Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.384199300Z,Writer-4,WRITE,add,released,50
2025-05-06T16:44:30.385200Z,Writer-2,WRITE,remove,acquired,35
2025-05-06T16:44:30.385200Z,Writer-2,WRITE,remove,released,35
2025-05-06T16:44:30.385200Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.386201Z,Writer-4,WRITE,add,trying,35
2025-05-06T16:44:30.386201Z,Writer-4,WRITE,add,acquired,35
2025-05-06T16:44:30.387201400Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.387201400Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.387201400Z,Writer-4,WRITE,add,released,35
2025-05-06T16:44:30.387201400Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.388198700Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.388198700Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.388198700Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.389198800Z,Reader-1,READ,checkRep,trying,-
2025-05-06T16:44:30.389198800Z,Reader-1,READ,checkRep,acquired,-
2025-05-06T16:44:30.389198800Z,Reader-1,READ,checkRep,released,-
2025-05-06T16:44:30.389198800Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.390198700Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.391198900Z,Writer-0,WRITE,add,trying,17
2025-05-06T16:44:30.391198900Z,Writer-0,WRITE,add,acquired,17
2025-05-06T16:44:30.391198900Z,Writer-3,WRITE,remove,trying,17
2025-05-06T16:44:30.392200500Z,Writer-1,WRITE,remove,trying,17
2025-05-06T16:44:30.392200500Z,Writer-2,WRITE,add,trying,60
2025-05-06T16:44:30.393200100Z,Writer-3,WRITE,remove,acquired,17
2025-05-06T16:44:30.393200100Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.394198600Z,Writer-0,WRITE,add,released,17
2025-05-06T16:44:30.394198600Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.394198600Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.395199300Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.396199600Z,Writer-1,WRITE,remove,acquired,17
2025-05-06T16:44:30.396199600Z,Writer-3,WRITE,remove,released,17
2025-05-06T16:44:30.396199600Z,Writer-2,WRITE,add,acquired,60
2025-05-06T16:44:30.397204300Z,Writer-1,WRITE,remove,released,17
2025-05-06T16:44:30.397204300Z,Writer-4,WRITE,remove,trying,60
2025-05-06T16:44:30.397204300Z,Reader-0,READ,contains,acquired,42
